"PROJECT_ID","SUBPROJECT_ID","RESPONSE_UID","QUESTIONNAIREEVENT_ID","QUESTION_NUMBER","QUESTION_TEXT","QUESTION_SHORT","INDICATOR","MILESTONE_ID","MILESTONE_DESC","PROGRAMTYPE_ID","PROGRAM_NAME","PROGRAM_DESC","DESIGN_TEAM","DESIGNSTRATEGY_DESC","DISTRICT","DIVISION","RESPONSE","RESPONSEVALUE","RESPONSECLASS","RESPONSECLASS_DESC"
318,264,3926,425,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","QC/QA","Schedule",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
318,264,3926,425,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","QC/QA","QA",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
318,264,3926,425,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","QC/QA","QC",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
318,264,3919,425,11,"Was the Total Project Cost Summary (TPCS) certified within the last two years?","TOTAL PROJECT COST SUMMARY","Cost",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","No",0,"Negative","Response Valued < 0.50"
318,264,3925,425,18,"Does the project schedule include sufficient time to complete engineering investigations and surveys (e.g., cultural, geotechnical, environmental, hazardous materials, etc.) in time to adequately inform the design?","ENGINEERING INVESTIGATIONS","Schedule",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
318,264,3927,425,16,"Does the project schedule include sufficient design time to accomplish all  design related milestones?","SUFFICIENT MILESTONE TIME","Schedule",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
144,89,3931,426,1,"Is there an Engineering Technical Lead (TL) assigned to the project with an active professional registration (e.g., P.E., R.A., P.L.A., P.G., etc.) or waiver from the Chief of the District's Engineering Function?","ENGINEERING TECHNICAL LEADS","Team",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
144,89,3933,426,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","REVIEW TEAM MEMBERS","Team",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
144,89,3933,426,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","REVIEW TEAM MEMBERS","QA",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
144,89,3933,426,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","REVIEW TEAM MEMBERS","QC",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
144,89,3934,426,5,"Are senior staff mentors assigned to all design team members with less than two years of professional design experience?","SENIOR STAFF MENTORS","Team",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
144,89,3935,426,6,"Do the design and review team members have capacity to actively support  the project?","GOVERNMENT CAPACITY","Team",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
144,89,3939,426,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","DESIGN DEVIATIONS","Schedule",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
144,89,3939,426,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","DESIGN DEVIATIONS","Cost",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
144,89,3939,426,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","DESIGN DEVIATIONS","Scope",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
144,89,3940,426,13,"Have lessons learned been evaluated and incorporated into the design?","LESSONS LEARNED","Scope",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
144,89,3942,426,16,"Does the project schedule include sufficient design time to accomplish all  design related milestones?","SUFFICIENT MILESTONE TIME","Schedule",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
144,89,3943,426,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","QC/QA","Schedule",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
144,89,3943,426,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","QC/QA","QA",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
144,89,3943,426,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","QC/QA","QC",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
144,89,3945,426,19,"Does the project schedule include sufficient time to complete permitting process(es)?","PERMITTING","Schedule",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
144,89,3946,426,20,"Is the current design team schedule in alignment with the project schedule in the Project Management Plan (PMP)?","PROJECT SCHEDULE","Schedule",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
144,89,3947,426,21,"Does the project have a current, approved project-specific Quality Management Plan (QMP)/Review Plan (RP)?","APPROVED QMP/RP","QA",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
144,89,3947,426,21,"Does the project have a current, approved project-specific Quality Management Plan (QMP)/Review Plan (RP)?","APPROVED QMP/RP","QC",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
144,89,3949,426,23,"Was the Quality Management Plan (QMP)/Review Plan (RP) followed for this review milestone?","QMP/RP IMPLEMENTATION","QA",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
144,89,3949,426,23,"Was the Quality Management Plan (QMP)/Review Plan (RP) followed for this review milestone?","QMP/RP IMPLEMENTATION","QC",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
144,89,3951,426,25,"Have all critical graphics/plans gone through a rigorous QC process (e.g., a ""red dot"" review)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","RIGOROUS PLAN REVIEW","QC",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
144,89,3954,426,28,"Has a Biddability, Constructability, Operability, Environmental, and Sustainability (BCOES) review been performed in compliance with the ER?","BCOES","QC",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
144,89,3958,426,33,"Is the design maturity sufficient to generate the required Class of estimate for this milestone? (Class 3 at 35%, Class 2 at 65%, and Class 1 at 95%/100%)","CLASS OF ESTIMATE","Cost",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
144,89,3960,426,37,"Has there been turnover on your design or review team that may affect the team's ability to develop a quality product?","TURNOVER","Team",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","LRB","LRD","Marginal",0.5,"Marginal","Response Valued greater than or equal to 0.50 and < 0.80"
145,90,3970,429,20,"Is the current design team schedule in alignment with the project schedule in the Project Management Plan (PMP)?","PROJECT SCHEDULE","Schedule",5,"100% (Corrected Final Design)","2","CW","Civil Works","In-House","Design-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
145,90,3972,429,34,"Does the project have a current risk register?","RISK REGISTER","QA",5,"100% (Corrected Final Design)","2","CW","Civil Works","In-House","Design-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
145,90,3983,429,24,"Have all computations gone through a rigorous Quality Control (QC) process (e.g., a ""red dot"" review)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","RIGOROUS COMPUTATION REVIEW","QC",5,"100% (Corrected Final Design)","2","CW","Civil Works","In-House","Design-Build","LRB","LRD","Yes",1,"Positive","Response Valued > 0.8"
308,253,4000,430,11,"Was the Total Project Cost Summary (TPCS) certified within the last two years?","TOTAL PROJECT COST SUMMARY","Cost",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVN","MVD","No",0,"Negative","Response Valued < 0.50"
308,253,4010,430,15,"Does the project schedule include all standard practice design milestones?","SCHEDULED DESIGN MILESTONES","Schedule",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,250,4013,431,2,"Does the design team have all the necessary members (i.e., technical disciplines) assigned given the project scope?","DESIGN TEAM MEMBERS","Team",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,250,4020,431,10,"At the start of design, is there a sufficient level of scope definition and design maturity to support a Class 3 estimate?","PLANNING SCOPE DEFINITION","Cost",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,250,4020,431,10,"At the start of design, is there a sufficient level of scope definition and design maturity to support a Class 3 estimate?","PLANNING SCOPE DEFINITION","Scope",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,250,4026,431,15,"Does the project schedule include all standard practice design milestones?","SCHEDULED DESIGN MILESTONES","Schedule",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,250,4032,431,20,"Is the current design team schedule in alignment with the project schedule in the Project Management Plan (PMP)?","PROJECT SCHEDULE","Schedule",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
321,274,4082,434,2,"Does the design team have all the necessary members (i.e., technical disciplines) assigned given the project scope?","DESIGN TEAM MEMBERS","Team",5,"100% (Corrected Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
321,274,4087,434,8,"Have the relevant permitting authorities been identified and engaged on the project?","PERMITTING AUTHORITIES","Team",5,"100% (Corrected Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
321,274,4096,434,28,"Has a Biddability, Constructability, Operability, Environmental, and Sustainability (BCOES) review been performed in compliance with the ER?","BCOES","QC",5,"100% (Corrected Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
321,274,4114,435,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","DESIGN DEVIATIONS","Schedule",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
321,274,4114,435,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","DESIGN DEVIATIONS","Cost",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
321,274,4114,435,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","DESIGN DEVIATIONS","Scope",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
321,274,4134,435,34,"Does the project have a current risk register?","RISK REGISTER","QA",4,"95% (Final Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","No",0,"Negative","Response Valued < 0.50"
308,254,4137,436,1,"Is there an Engineering Technical Lead (TL) assigned to the project with an active professional registration (e.g., P.E., R.A., P.L.A., P.G., etc.) or waiver from the Chief of the District's Engineering Function?","ENGINEERING TECHNICAL LEADS","Team",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,254,4139,436,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","REVIEW TEAM MEMBERS","Team",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,254,4139,436,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","REVIEW TEAM MEMBERS","QA",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,254,4139,436,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","REVIEW TEAM MEMBERS","QC",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,254,4140,436,4,"Does the design team have sufficient relevant design experience with projects of similar scope and complexity?","RELEVANT DESIGN EXPERIENCE","Team",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,254,4141,436,5,"Are senior staff mentors assigned to all design team members with less than two years of professional design experience?","SENIOR STAFF MENTORS","Team",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,254,4144,436,8,"Have the relevant permitting authorities been identified and engaged on the project?","PERMITTING AUTHORITIES","Team",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,254,4151,436,15,"Does the project schedule include all standard practice design milestones?","SCHEDULED DESIGN MILESTONES","Schedule",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,254,4152,436,16,"Does the project schedule include sufficient design time to accomplish all  design related milestones?","SUFFICIENT MILESTONE TIME","Schedule",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,254,4154,436,18,"Does the project schedule include sufficient time to complete engineering investigations and surveys (e.g., cultural, geotechnical, environmental, hazardous materials, etc.) in time to adequately inform the design?","ENGINEERING INVESTIGATIONS","Schedule",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,254,4155,436,19,"Does the project schedule include sufficient time to complete permitting process(es)?","PERMITTING","Schedule",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,254,4156,436,20,"Is the current design team schedule in alignment with the project schedule in the Project Management Plan (PMP)?","PROJECT SCHEDULE","Schedule",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,254,4157,436,34,"Does the project have a current risk register?","RISK REGISTER","QA",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,254,4158,436,38,"What is your level of confidence in the quality of the engineering design efforts on this project?","OVERALL CONFIDENCE","Confidence",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","High",1,"Positive","Response Valued > 0.8"
308,255,4160,437,2,"Does the design team have all the necessary members (i.e., technical disciplines) assigned given the project scope?","DESIGN TEAM MEMBERS","Team",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,255,4161,437,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","REVIEW TEAM MEMBERS","Team",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,255,4161,437,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","REVIEW TEAM MEMBERS","QA",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,255,4161,437,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","REVIEW TEAM MEMBERS","QC",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,255,4162,437,6,"Do the design and review team members have capacity to actively support  the project?","GOVERNMENT CAPACITY","Team",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,255,4163,437,7,"Have the relevant Mandatory Centers of Expertise (MCX), Technical Centers of Expertise (TCX), and/or Centers of Standardization (COS) been identified and engaged on the project?","CENTERS OF EXPERTISE AND STANDARDIZATION","Team",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,255,4164,437,4,"Does the design team have sufficient relevant design experience with projects of similar scope and complexity?","RELEVANT DESIGN EXPERIENCE","Team",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,255,4165,437,5,"Are senior staff mentors assigned to all design team members with less than two years of professional design experience?","SENIOR STAFF MENTORS","Team",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,255,4166,437,8,"Have the relevant permitting authorities been identified and engaged on the project?","PERMITTING AUTHORITIES","Team",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,255,4172,437,14,"Did the Project Delivery Team (PDT) establish design expectations by milestone and communicate those in the Project Management Plan (PMP), Architect-Engineer (A-E) contract, and/or brokered work agreement, etc.?","MILESTONE EXPECTATIONS","Scope",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,255,4175,437,16,"Does the project schedule include sufficient design time to accomplish all  design related milestones?","SUFFICIENT MILESTONE TIME","Schedule",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,255,4179,437,18,"Does the project schedule include sufficient time to complete engineering investigations and surveys (e.g., cultural, geotechnical, environmental, hazardous materials, etc.) in time to adequately inform the design?","ENGINEERING INVESTIGATIONS","Schedule",1,"15% (Project Initiation)","2","CW","Civil Works","Brokered with another District","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
322,268,4204,438,18,"Does the project schedule include sufficient time to complete engineering investigations and surveys (e.g., cultural, geotechnical, environmental, hazardous materials, etc.) in time to adequately inform the design?","ENGINEERING INVESTIGATIONS","Schedule",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
322,268,4190,438,4,"Does the design team have sufficient relevant design experience with projects of similar scope and complexity?","RELEVANT DESIGN EXPERIENCE","Team",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,249,4187,374,30,"Has the Quality Management Plan (QMP)/Review Plan (RP) been updated to respond to significant project changes?","QMP/RP UPDATE","QA",3,"65% (Intermediate Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
308,249,4187,374,30,"Has the Quality Management Plan (QMP)/Review Plan (RP) been updated to respond to significant project changes?","QMP/RP UPDATE","QC",3,"65% (Intermediate Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
322,268,4191,438,5,"Are senior staff mentors assigned to all design team members with less than two years of professional design experience?","SENIOR STAFF MENTORS","Team",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
322,268,4196,438,10,"At the start of design, is there a sufficient level of scope definition and design maturity to support a Class 3 estimate?","PLANNING SCOPE DEFINITION","Cost",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
322,268,4196,438,10,"At the start of design, is there a sufficient level of scope definition and design maturity to support a Class 3 estimate?","PLANNING SCOPE DEFINITION","Scope",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
322,268,4197,438,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","DESIGN DEVIATIONS","Schedule",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
322,268,4197,438,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","DESIGN DEVIATIONS","Cost",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
322,268,4197,438,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","DESIGN DEVIATIONS","Scope",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
322,268,4202,438,16,"Does the project schedule include sufficient design time to accomplish all  design related milestones?","SUFFICIENT MILESTONE TIME","Schedule",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
390,310,4217,441,2,"Does the design team have all the necessary members (i.e., technical disciplines) assigned given the project scope?","DESIGN TEAM MEMBERS","Team",4,"95% (Final Design)","2","CW","Civil Works","AE","Design-Bid-Build","SPN","SPD","Yes",1,"Positive","Response Valued > 0.8"
390,310,4222,441,8,"Have the relevant permitting authorities been identified and engaged on the project?","PERMITTING AUTHORITIES","Team",4,"95% (Final Design)","2","CW","Civil Works","AE","Design-Bid-Build","SPN","SPD","Yes",1,"Positive","Response Valued > 0.8"
390,310,4233,441,22,"Did District Quality Control (DQC) occur prior, and not concurrent with, to the Independent Technical Review (ITR)/Agency Technical Review (ATR)/Biddability, Constructability, Operability, Environmental and Sustainability (BCOES) Review?","QUALITY REVIEW SEQUENCING","QC",4,"95% (Final Design)","2","CW","Civil Works","AE","Design-Bid-Build","SPN","SPD","No",0,"Negative","Response Valued < 0.50"
390,310,4237,441,26,"Have all specifications gone through a rigorous QC process? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","RIGOROUS SPECIFICATIONS REVIEW","QC",4,"95% (Final Design)","2","CW","Civil Works","AE","Design-Bid-Build","SPN","SPD","Yes",1,"Positive","Response Valued > 0.8"
390,310,4238,441,27,"Have all models gone through a rigorous QC process? (e.g., a ""red dot"" review, clash detection, etc.)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","RIGOROUS MODEL REVIEW","QC",4,"95% (Final Design)","2","CW","Civil Works","AE","Design-Bid-Build","SPN","SPD","Yes",1,"Positive","Response Valued > 0.8"
390,310,4240,441,30,"Has the Quality Management Plan (QMP)/Review Plan (RP) been updated to respond to significant project changes?","QMP/RP UPDATE","QA",4,"95% (Final Design)","2","CW","Civil Works","AE","Design-Bid-Build","SPN","SPD","Yes",1,"Positive","Response Valued > 0.8"
390,310,4240,441,30,"Has the Quality Management Plan (QMP)/Review Plan (RP) been updated to respond to significant project changes?","QMP/RP UPDATE","QC",4,"95% (Final Design)","2","CW","Civil Works","AE","Design-Bid-Build","SPN","SPD","Yes",1,"Positive","Response Valued > 0.8"
390,310,4244,441,34,"Does the project have a current risk register?","RISK REGISTER","QA",4,"95% (Final Design)","2","CW","Civil Works","AE","Design-Bid-Build","SPN","SPD","Yes",1,"Positive","Response Valued > 0.8"
138,104,4247,393,34,"Does the project have a current risk register?","RISK REGISTER","QA",1,"15% (Project Initiation)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
138,104,4248,393,38,"What is your level of confidence in the quality of the engineering design efforts on this project?","OVERALL CONFIDENCE","Confidence",1,"15% (Project Initiation)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POH","POD","High",1,"Positive","Response Valued > 0.8"
138,104,4250,442,2,"Does the design team have all the necessary members (i.e., technical disciplines) assigned given the project scope?","DESIGN TEAM MEMBERS","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
138,104,4253,442,5,"Are senior staff mentors assigned to all design team members with less than two years of professional design experience?","SENIOR STAFF MENTORS","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
369,287,4335,444,8,"Have the relevant permitting authorities been identified and engaged on the project?","PERMITTING AUTHORITIES","Team",3,"65% (Intermediate Design)","1","SRM","Sustainment, Restoration and Maintenance","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
138,104,4264,442,20,"Is the current design team schedule in alignment with the project schedule in the Project Management Plan (PMP)?","PROJECT SCHEDULE","Schedule",2,"35% (Concept Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
