"PROJECT_ID","PROJECT_NAME","SUBPROJECT_ID","SUBPROJECT_NAME","RESPONSE_UID","QUESTIONNAIREEVENT_ID","QUESTION_NUMBER","QUESTION_TEXT","INDICATOR","MILESTONE_ID","MILESTONE_DESC","PROGRAMTYPE_ID","PROGRAM_NAME","PROGRAM_DESC","DESIGN_TEAM","DESIGNSTRATEGY_DESC","DISTRICT","DIVISION","RESPONSE","RESPONSEVALUE","RESPONSECLASS","RESPONSECLASS_DESC"
130,"FY25 MCA PN76898 Aircraft Maintenance Hangar",106,"FY25 MCA PN76898 Aircraft Maintenance Hangar",1699,284,28,"Has a Biddability, Constructability, Operability, Environmental, and Sustainability (BCOES) review been performed in compliance with the ER?","QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
130,"FY25 MCA PN76898 Aircraft Maintenance Hangar",106,"FY25 MCA PN76898 Aircraft Maintenance Hangar",1700,284,29,"Have District Quality Control (DQC), Independent Technical Review (ITR)/Agency Technical Review (ATR), and Biddability, Constructability, Operability, Environmental, and Sustainability (BCOES) certifications been completed?","QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","No",0,"Negative","Response Valued < 0.50"
130,"FY25 MCA PN76898 Aircraft Maintenance Hangar",106,"FY25 MCA PN76898 Aircraft Maintenance Hangar",1701,284,30,"Has the Quality Management Plan (QMP)/Review Plan (RP) been updated to respond to significant project changes?","QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","No",0,"Negative","Response Valued < 0.50"
130,"FY25 MCA PN76898 Aircraft Maintenance Hangar",106,"FY25 MCA PN76898 Aircraft Maintenance Hangar",1701,284,30,"Has the Quality Management Plan (QMP)/Review Plan (RP) been updated to respond to significant project changes?","QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","No",0,"Negative","Response Valued < 0.50"
130,"FY25 MCA PN76898 Aircraft Maintenance Hangar",106,"FY25 MCA PN76898 Aircraft Maintenance Hangar",1702,284,31,"Does the design adequately accomplish the project scope, intent, and functional and technical objectives as defined in the current Project Management Plan (PMP)?","Scope",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
130,"FY25 MCA PN76898 Aircraft Maintenance Hangar",106,"FY25 MCA PN76898 Aircraft Maintenance Hangar",1703,284,32,"Did the deliverable meet established design milestone expectations?","QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
130,"FY25 MCA PN76898 Aircraft Maintenance Hangar",106,"FY25 MCA PN76898 Aircraft Maintenance Hangar",1704,284,33,"Is the design maturity sufficient to generate the required Class of estimate for this milestone? (Class 3 at 35%, Class 2 at 65%, and Class 1 at 95%/100%)","Cost",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
130,"FY25 MCA PN76898 Aircraft Maintenance Hangar",106,"FY25 MCA PN76898 Aircraft Maintenance Hangar",1705,284,34,"Does the project have a current risk register?","QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
130,"FY25 MCA PN76898 Aircraft Maintenance Hangar",106,"FY25 MCA PN76898 Aircraft Maintenance Hangar",1706,284,37,"Has there been turnover on your design or review team that may affect the team's ability to develop a quality product?","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Marginal",0.5,"Marginal","Response Valued greater than or equal to 0.50 and < 0.80"
130,"FY25 MCA PN76898 Aircraft Maintenance Hangar",106,"FY25 MCA PN76898 Aircraft Maintenance Hangar",1707,284,38,"What is your level of confidence in the quality of the engineering design efforts on this project?","Confidence",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","High",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1708,226,8,"Have the relevant permitting authorities been identified and engaged on the project?","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","No",0,"Negative","Response Valued < 0.50"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1709,226,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","Schedule",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","No",0,"Negative","Response Valued < 0.50"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1709,226,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","Cost",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","No",0,"Negative","Response Valued < 0.50"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1709,226,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","Scope",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","No",0,"Negative","Response Valued < 0.50"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1710,226,18,"Does the project schedule include sufficient time to complete engineering investigations and surveys (e.g., cultural, geotechnical, environmental, hazardous materials, etc.) in time to adequately inform the design?","Schedule",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","No",0,"Negative","Response Valued < 0.50"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1711,226,28,"Has a Biddability, Constructability, Operability, Environmental, and Sustainability (BCOES) review been performed in compliance with the ER?","QC",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","No",0,"Negative","Response Valued < 0.50"
55,"Morganza to the Gulf, LA (Hurricane Protection)",50,"MTG02 WP 275431 - Minors Canal Floodgate P&S",812,183,2,"Does the design team have all the necessary members (i.e., technical disciplines) assigned given the project scope?","Team",2,"35% (Concept Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",50,"MTG02 WP 275431 - Minors Canal Floodgate P&S",826,183,19,"Does the project schedule include sufficient time to complete permitting process(es)?","Schedule",2,"35% (Concept Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",50,"MTG02 WP 275431 - Minors Canal Floodgate P&S",839,183,34,"Does the project have a current risk register?","QA",2,"35% (Concept Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",66,"MTG43 WP 410969 - Bayou Terrebonne Barge Gate & HWY 55 Road Gate P&S",1310,246,1,"Is there an Engineering Technical Lead (TL) assigned to the project with an active professional registration (e.g., P.E., R.A., P.L.A., P.G., etc.) or waiver from the Chief of the District's Engineering Function?","Team",1,"15% (Project Initiation)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
64,"Aircraft Maintenance Hangar",73,"PN 93099 Aircraft Maintenance Hangar",851,186,2,"Does the design team have all the necessary members (i.e., technical disciplines) assigned given the project scope?","Team",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","SAW","SAD","Yes",1,"Positive","Response Valued > 0.8"
64,"Aircraft Maintenance Hangar",73,"PN 93099 Aircraft Maintenance Hangar",853,186,6,"Do the design and review team members have capacity to actively support  the project?","Team",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","SAW","SAD","Yes",1,"Positive","Response Valued > 0.8"
64,"Aircraft Maintenance Hangar",73,"PN 93099 Aircraft Maintenance Hangar",861,186,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","Schedule",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","SAW","SAD","Yes",1,"Positive","Response Valued > 0.8"
64,"Aircraft Maintenance Hangar",73,"PN 93099 Aircraft Maintenance Hangar",861,186,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","QA",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","SAW","SAD","Yes",1,"Positive","Response Valued > 0.8"
64,"Aircraft Maintenance Hangar",73,"PN 93099 Aircraft Maintenance Hangar",861,186,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","QC",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","SAW","SAD","Yes",1,"Positive","Response Valued > 0.8"
64,"Aircraft Maintenance Hangar",73,"PN 93099 Aircraft Maintenance Hangar",862,186,18,"Does the project schedule include sufficient time to complete engineering investigations and surveys (e.g., cultural, geotechnical, environmental, hazardous materials, etc.) in time to adequately inform the design?","Schedule",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","SAW","SAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",942,221,6,"Do the design and review team members have capacity to actively support  the project?","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",938,221,1,"Is there an Engineering Technical Lead (TL) assigned to the project with an active professional registration (e.g., P.E., R.A., P.L.A., P.G., etc.) or waiver from the Chief of the District's Engineering Function?","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",941,221,5,"Are senior staff mentors assigned to all design team members with less than two years of professional design experience?","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",944,221,8,"Have the relevant permitting authorities been identified and engaged on the project?","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",948,221,23,"Was the Quality Management Plan (QMP)/Review Plan (RP) followed for this review milestone?","QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",948,221,23,"Was the Quality Management Plan (QMP)/Review Plan (RP) followed for this review milestone?","QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",950,221,25,"Have all critical graphics/plans gone through a rigorous QC process (e.g., a ""red dot"" review)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",954,221,29,"Have District Quality Control (DQC), Independent Technical Review (ITR)/Agency Technical Review (ATR), and Biddability, Constructability, Operability, Environmental, and Sustainability (BCOES) certifications been completed?","QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",958,221,31,"Does the design adequately accomplish the project scope, intent, and functional and technical objectives as defined in the current Project Management Plan (PMP)?","Scope",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",961,221,34,"Does the project have a current risk register?","QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
129,"FY23 MCA PN76583 Company Operations Facilities",96,"FY23 MCA PN76583 Company Operations Facilities",995,225,1,"Is there an Engineering Technical Lead (TL) assigned to the project with an active professional registration (e.g., P.E., R.A., P.L.A., P.G., etc.) or waiver from the Chief of the District's Engineering Function?","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
129,"FY23 MCA PN76583 Company Operations Facilities",96,"FY23 MCA PN76583 Company Operations Facilities",998,225,5,"Are senior staff mentors assigned to all design team members with less than two years of professional design experience?","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
129,"FY23 MCA PN76583 Company Operations Facilities",96,"FY23 MCA PN76583 Company Operations Facilities",1001,225,8,"Have the relevant permitting authorities been identified and engaged on the project?","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
129,"FY23 MCA PN76583 Company Operations Facilities",96,"FY23 MCA PN76583 Company Operations Facilities",1003,225,20,"Is the current design team schedule in alignment with the project schedule in the Project Management Plan (PMP)?","Schedule",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
129,"FY23 MCA PN76583 Company Operations Facilities",96,"FY23 MCA PN76583 Company Operations Facilities",1004,225,22,"Did District Quality Control (DQC) occur prior, and not concurrent with, to the Independent Technical Review (ITR)/Agency Technical Review (ATR)/Biddability, Constructability, Operability, Environmental and Sustainability (BCOES) Review?","QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
129,"FY23 MCA PN76583 Company Operations Facilities",96,"FY23 MCA PN76583 Company Operations Facilities",1006,225,24,"Have all computations gone through a rigorous Quality Control (QC) process (e.g., a ""red dot"" review)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
129,"FY23 MCA PN76583 Company Operations Facilities",96,"FY23 MCA PN76583 Company Operations Facilities",1007,225,25,"Have all critical graphics/plans gone through a rigorous QC process (e.g., a ""red dot"" review)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
129,"FY23 MCA PN76583 Company Operations Facilities",96,"FY23 MCA PN76583 Company Operations Facilities",1009,225,27,"Have all models gone through a rigorous QC process? (e.g., a ""red dot"" review, clash detection, etc.)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
129,"FY23 MCA PN76583 Company Operations Facilities",96,"FY23 MCA PN76583 Company Operations Facilities",1010,225,28,"Has a Biddability, Constructability, Operability, Environmental, and Sustainability (BCOES) review been performed in compliance with the ER?","QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
129,"FY23 MCA PN76583 Company Operations Facilities",96,"FY23 MCA PN76583 Company Operations Facilities",1012,225,30,"Has the Quality Management Plan (QMP)/Review Plan (RP) been updated to respond to significant project changes?","QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
129,"FY23 MCA PN76583 Company Operations Facilities",96,"FY23 MCA PN76583 Company Operations Facilities",1012,225,30,"Has the Quality Management Plan (QMP)/Review Plan (RP) been updated to respond to significant project changes?","QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
129,"FY23 MCA PN76583 Company Operations Facilities",96,"FY23 MCA PN76583 Company Operations Facilities",1015,225,33,"Is the design maturity sufficient to generate the required Class of estimate for this milestone? (Class 3 at 35%, Class 2 at 65%, and Class 1 at 95%/100%)","Cost",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
129,"FY23 MCA PN76583 Company Operations Facilities",96,"FY23 MCA PN76583 Company Operations Facilities",1018,225,38,"What is your level of confidence in the quality of the engineering design efforts on this project?","Confidence",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","In-House","Design-Bid-Build","POH","POD","High",1,"Positive","Response Valued > 0.8"
131,"FY27 MCA PN76899 Aircraft Maintenance Hangar",99,"FY27 MCA PN76899 Aircraft Maintenance Hangar",1019,226,1,"Is there an Engineering Technical Lead (TL) assigned to the project with an active professional registration (e.g., P.E., R.A., P.L.A., P.G., etc.) or waiver from the Chief of the District's Engineering Function?","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POH","POD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",50,"MTG02 WP 275431 - Minors Canal Floodgate P&S",1302,183,28,"Has a Biddability, Constructability, Operability, Environmental, and Sustainability (BCOES) review been performed in compliance with the ER?","QC",2,"35% (Concept Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",50,"MTG02 WP 275431 - Minors Canal Floodgate P&S",1304,183,37,"Has there been turnover on your design or review team that may affect the team's ability to develop a quality product?","Team",2,"35% (Concept Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","No",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",66,"MTG43 WP 410969 - Bayou Terrebonne Barge Gate & HWY 55 Road Gate P&S",1314,246,5,"Are senior staff mentors assigned to all design team members with less than two years of professional design experience?","Team",1,"15% (Project Initiation)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",66,"MTG43 WP 410969 - Bayou Terrebonne Barge Gate & HWY 55 Road Gate P&S",1334,246,19,"Does the project schedule include sufficient time to complete permitting process(es)?","Schedule",1,"15% (Project Initiation)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",63,"MTG09 WP 403166 - Shell Canal Floodgate P&S",1343,247,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","Team",1,"15% (Project Initiation)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",63,"MTG09 WP 403166 - Shell Canal Floodgate P&S",1343,247,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","QA",1,"15% (Project Initiation)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",63,"MTG09 WP 403166 - Shell Canal Floodgate P&S",1343,247,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","QC",1,"15% (Project Initiation)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",63,"MTG09 WP 403166 - Shell Canal Floodgate P&S",1346,247,6,"Do the design and review team members have capacity to actively support  the project?","Team",1,"15% (Project Initiation)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",63,"MTG09 WP 403166 - Shell Canal Floodgate P&S",1348,247,8,"Have the relevant permitting authorities been identified and engaged on the project?","Team",1,"15% (Project Initiation)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","No",0,"Negative","Response Valued < 0.50"
55,"Morganza to the Gulf, LA (Hurricane Protection)",63,"MTG09 WP 403166 - Shell Canal Floodgate P&S",1357,247,16,"Does the project schedule include sufficient design time to accomplish all  design related milestones?","Schedule",1,"15% (Project Initiation)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",58,"MTG05 WP 333487 - GIWW East Floodgate P&S",1376,248,13,"Have lessons learned been evaluated and incorporated into the design?","Scope",2,"35% (Concept Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",58,"MTG05 WP 333487 - GIWW East Floodgate P&S",1374,248,11,"Was the Total Project Cost Summary (TPCS) certified within the last two years?","Cost",2,"35% (Concept Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVN","MVD","No",0,"Negative","Response Valued < 0.50"
55,"Morganza to the Gulf, LA (Hurricane Protection)",58,"MTG05 WP 333487 - GIWW East Floodgate P&S",1375,248,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","Schedule",2,"35% (Concept Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",58,"MTG05 WP 333487 - GIWW East Floodgate P&S",1375,248,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","Cost",2,"35% (Concept Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",58,"MTG05 WP 333487 - GIWW East Floodgate P&S",1375,248,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","Scope",2,"35% (Concept Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",58,"MTG05 WP 333487 - GIWW East Floodgate P&S",1377,248,15,"Does the project schedule include all standard practice design milestones?","Schedule",2,"35% (Concept Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",58,"MTG05 WP 333487 - GIWW East Floodgate P&S",1380,248,18,"Does the project schedule include sufficient time to complete engineering investigations and surveys (e.g., cultural, geotechnical, environmental, hazardous materials, etc.) in time to adequately inform the design?","Schedule",2,"35% (Concept Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",58,"MTG05 WP 333487 - GIWW East Floodgate P&S",1381,248,19,"Does the project schedule include sufficient time to complete permitting process(es)?","Schedule",2,"35% (Concept Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
46,"West Shore Lake Pontchartrain, LA (Hurricane Protection)",40,"WSLP-114 Major Pump Stations and Drainage Structures",1385,249,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","Team",5,"100% (Corrected Final Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
46,"West Shore Lake Pontchartrain, LA (Hurricane Protection)",40,"WSLP-114 Major Pump Stations and Drainage Structures",1385,249,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","QA",5,"100% (Corrected Final Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
46,"West Shore Lake Pontchartrain, LA (Hurricane Protection)",40,"WSLP-114 Major Pump Stations and Drainage Structures",1385,249,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","QC",5,"100% (Corrected Final Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
46,"West Shore Lake Pontchartrain, LA (Hurricane Protection)",40,"WSLP-114 Major Pump Stations and Drainage Structures",1412,249,26,"Have all specifications gone through a rigorous QC process? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",5,"100% (Corrected Final Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",62,"MTG08 WP 403166 - Reach J-2 P&S",1607,282,38,"What is your level of confidence in the quality of the engineering design efforts on this project?","Confidence",2,"35% (Concept Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","High",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",62,"MTG08 WP 403166 - Reach J-2 P&S",1613,282,6,"Do the design and review team members have capacity to actively support  the project?","Team",2,"35% (Concept Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",62,"MTG08 WP 403166 - Reach J-2 P&S",1614,282,7,"Have the relevant Mandatory Centers of Expertise (MCX), Technical Centers of Expertise (TCX), and/or Centers of Standardization (COS) been identified and engaged on the project?","Team",2,"35% (Concept Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",62,"MTG08 WP 403166 - Reach J-2 P&S",1618,282,16,"Does the project schedule include sufficient design time to accomplish all  design related milestones?","Schedule",2,"35% (Concept Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",62,"MTG08 WP 403166 - Reach J-2 P&S",1633,282,34,"Does the project have a current risk register?","QA",2,"35% (Concept Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
55,"Morganza to the Gulf, LA (Hurricane Protection)",61,"MTG07 WP 403166 - Reach F P&S",1852,289,1,"Is there an Engineering Technical Lead (TL) assigned to the project with an active professional registration (e.g., P.E., R.A., P.L.A., P.G., etc.) or waiver from the Chief of the District's Engineering Function?","Team",3,"65% (Intermediate Design)","2","CW","Civil Works","AE","Design-Bid-Build","MVN","MVD","Yes",1,"Positive","Response Valued > 0.8"
