"PROJECT_ID","PROJECT_NAME","SUBPROJECT_ID","SUBPROJECT_NAME","RESPONSE_UID","QUESTIONNAIREEVENT_ID","QUESTION_NUMBER","INDICATOR","MILESTONE_ID","MILESTONE_DESC","PROGRAMTYPE_ID","PROGRAM_NAME","PROGRAM_DESC","DESIGN_TEAM","DESIGNSTRATEGY_DESC","DISTRICT","DIVISION","RESPONSE","RESPONSEVALUE","RESPONSECLASS","RESPONSECLASS_DESC"
71,"JBR050 AKARNG MAINTENANCE HANGAR -",77,"- (AEDBB)",7783,685,30,"QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
71,"JBR050 AKARNG MAINTENANCE HANGAR -",77,"- (AEDBB)",7778,685,26,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
71,"JBR050 AKARNG MAINTENANCE HANGAR -",77,"- (AEDBB)",7779,685,27,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
71,"JBR050 AKARNG MAINTENANCE HANGAR -",77,"- (AEDBB)",7781,685,28,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
71,"JBR050 AKARNG MAINTENANCE HANGAR -",77,"- (AEDBB)",7776,685,24,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
71,"JBR050 AKARNG MAINTENANCE HANGAR -",77,"- (AEDBB)",7777,685,25,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
71,"JBR050 AKARNG MAINTENANCE HANGAR -",77,"- (AEDBB)",7775,685,23,"QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
71,"JBR050 AKARNG MAINTENANCE HANGAR -",77,"- (AEDBB)",7775,685,23,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
71,"JBR050 AKARNG MAINTENANCE HANGAR -",77,"- (AEDBB)",7774,685,22,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
71,"JBR050 AKARNG MAINTENANCE HANGAR -",77,"- (AEDBB)",7767,685,3,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
71,"JBR050 AKARNG MAINTENANCE HANGAR -",77,"- (AEDBB)",7773,685,20,"Schedule",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
71,"JBR050 AKARNG MAINTENANCE HANGAR -",77,"- (AEDBB)",7772,685,13,"Scope",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
71,"JBR050 AKARNG MAINTENANCE HANGAR -",77,"- (AEDBB)",7771,685,8,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
71,"JBR050 AKARNG MAINTENANCE HANGAR -",77,"- (AEDBB)",7769,685,6,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
71,"JBR050 AKARNG MAINTENANCE HANGAR -",77,"- (AEDBB)",7770,685,7,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
71,"JBR050 AKARNG MAINTENANCE HANGAR -",77,"- (AEDBB)",7768,685,5,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
71,"JBR050 AKARNG MAINTENANCE HANGAR -",77,"- (AEDBB)",7767,685,3,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
71,"JBR050 AKARNG MAINTENANCE HANGAR -",77,"- (AEDBB)",7767,685,3,"QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
71,"JBR050 AKARNG MAINTENANCE HANGAR -",77,"- (AEDBB)",7765,685,1,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
71,"JBR050 AKARNG MAINTENANCE HANGAR -",77,"- (AEDBB)",7788,685,37,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POA","POD","Yes",0,"Negative","Response Valued < 0.50"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3329,388,38,"Confidence",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Somewhat High",0.75,"Marginal","Response Valued greater than or equal to 0.50 and < 0.80"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3307,388,2,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3326,388,33,"Cost",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3327,388,34,"QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3324,388,31,"Scope",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3325,388,32,"QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3322,388,29,"QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","No",0,"Negative","Response Valued < 0.50"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3323,388,30,"QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3323,388,30,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3319,388,26,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3320,388,27,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3321,388,28,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","No",0,"Negative","Response Valued < 0.50"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3317,388,24,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3318,388,25,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3316,388,23,"QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3316,388,23,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3315,388,22,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3308,388,3,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3314,388,20,"Schedule",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3313,388,13,"Scope",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3312,388,8,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3310,388,6,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3311,388,7,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3309,388,5,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3308,388,3,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3308,388,3,"QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3306,388,1,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","No",0,"Negative","Response Valued < 0.50"
93,"FTW501 UNACCOMPANIED ENLISTED PERSONNEL HOUSING -",78,"- (IHDB)",3328,388,37,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",0,"Negative","Response Valued < 0.50"
119,"F-22 Dormitory",80,"Design",963,221,38,"Confidence",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","High",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",939,221,2,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",960,221,33,"Cost",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",961,221,34,"QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",958,221,31,"Scope",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",959,221,32,"QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",954,221,29,"QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",956,221,30,"QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",956,221,30,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",951,221,26,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",952,221,27,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",955,221,28,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",949,221,24,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",950,221,25,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",948,221,23,"QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",948,221,23,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",947,221,22,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",940,221,3,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",946,221,20,"Schedule",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","No",0,"Negative","Response Valued < 0.50"
119,"F-22 Dormitory",80,"Design",945,221,13,"Scope",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",944,221,8,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",942,221,6,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",943,221,7,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",941,221,5,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",940,221,3,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",940,221,3,"QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",938,221,1,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",1,"Positive","Response Valued > 0.8"
119,"F-22 Dormitory",80,"Design",962,221,37,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","NAO","NAD","Yes",0,"Negative","Response Valued < 0.50"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2878,368,38,"Confidence",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Somewhat High",0.75,"Marginal","Response Valued greater than or equal to 0.50 and < 0.80"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2849,368,2,"Team",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2875,368,33,"Cost",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2876,368,34,"QA",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2873,368,31,"Scope",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2874,368,32,"QA",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2872,368,30,"QA",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","No",0,"Negative","Response Valued < 0.50"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2872,368,30,"QC",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","No",0,"Negative","Response Valued < 0.50"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2870,368,27,"QC",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2871,368,28,"QC",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","No",0,"Negative","Response Valued < 0.50"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2867,368,24,"QC",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2868,368,25,"QC",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2869,368,26,"QC",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2866,368,23,"QA",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2866,368,23,"QC",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2860,368,17,"QC",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2865,368,22,"QC",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2864,368,21,"QA",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2864,368,21,"QC",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2850,368,3,"QC",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2861,368,18,"Schedule",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2862,368,19,"Schedule",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2863,368,20,"Schedule",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2859,368,16,"Schedule",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2860,368,17,"Schedule",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2860,368,17,"QA",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2857,368,13,"Scope",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2858,368,15,"Schedule",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2855,368,12,"Schedule",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2855,368,12,"Cost",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2855,368,12,"Scope",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2854,368,8,"Team",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2853,368,7,"Team",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2851,368,5,"Team",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2852,368,6,"Team",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2850,368,3,"Team",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2850,368,3,"QA",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2848,368,1,"Team",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
125,"JBE079 AK ANG BASE SUPPLY COMPLEX -",83,"- (IHDB)",2877,368,37,"Team",4,"95% (Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","Yes",0,"Negative","Response Valued < 0.50"
127,"JBR032 NATIONAL GUARD READINESS CENTER ADDITION -",85,"- (IHDB)",2677,350,38,"Confidence",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Build","POA","POD","High",1,"Positive","Response Valued > 0.8"
